Nick,League Points,Total Games,Daily League Points,Daily Games,lolchess
めでめで,0,84,0,0,https://lolchess.gg/profile/BR/めでめで,https://app.mobalytics.gg/pt_br/tft/profile/BR/めでめで/overview
Vuhai4295,0,157,0,0,https://lolchess.gg/profile/BR/Vuhai4295,https://app.mobalytics.gg/pt_br/tft/profile/BR/Vuhai4295/overview
EIGO,0,203,0,1,https://lolchess.gg/profile/BR/EIGO,https://app.mobalytics.gg/pt_br/tft/profile/BR/EIGO/overview
老八不可能,0,170,0,0,https://lolchess.gg/profile/BR/老八不可能,https://app.mobalytics.gg/pt_br/tft/profile/BR/老八不可能/overview
hoanght,0,184,0,0,https://lolchess.gg/profile/BR/hoanght,https://app.mobalytics.gg/pt_br/tft/profile/BR/hoanght/overview
Shimeji Survivor,0,156,0,0,https://lolchess.gg/profile/BR/Shimeji Survivor,https://app.mobalytics.gg/pt_br/tft/profile/BR/Shimeji Survivor/overview
鈴木オタク,0,91,0,0,https://lolchess.gg/profile/BR/鈴木オタク,https://app.mobalytics.gg/pt_br/tft/profile/BR/鈴木オタク/overview
marofuwa,0,75,0,0,https://lolchess.gg/profile/BR/marofuwa,https://app.mobalytics.gg/pt_br/tft/profile/BR/marofuwa/overview
Rerolling Sucks,0,267,0,1,https://lolchess.gg/profile/BR/Rerolling Sucks,https://app.mobalytics.gg/pt_br/tft/profile/BR/Rerolling Sucks/overview
zayoipoi,0,147,0,22,https://lolchess.gg/profile/BR/zayoipoi,https://app.mobalytics.gg/pt_br/tft/profile/BR/zayoipoi/overview
VN PhuocKon,0,158,0,0,https://lolchess.gg/profile/BR/VN PhuocKon,https://app.mobalytics.gg/pt_br/tft/profile/BR/VN PhuocKon/overview
ちびゼウス,0,153,0,0,https://lolchess.gg/profile/BR/ちびゼウス,https://app.mobalytics.gg/pt_br/tft/profile/BR/ちびゼウス/overview
MoltenYakin,0,342,0,32,https://lolchess.gg/profile/BR/MoltenYakin,https://app.mobalytics.gg/pt_br/tft/profile/BR/MoltenYakin/overview
JP BRAINLESS,0,146,0,0,https://lolchess.gg/profile/BR/JP BRAINLESS,https://app.mobalytics.gg/pt_br/tft/profile/BR/JP BRAINLESS/overview
BIGKU9x,0,158,0,0,https://lolchess.gg/profile/BR/BIGKU9x,https://app.mobalytics.gg/pt_br/tft/profile/BR/BIGKU9x/overview
cheezm,0,263,0,0,https://lolchess.gg/profile/BR/cheezm,https://app.mobalytics.gg/pt_br/tft/profile/BR/cheezm/overview
阪本はるさだ,0,75,0,3,https://lolchess.gg/profile/BR/阪本はるさだ,https://app.mobalytics.gg/pt_br/tft/profile/BR/阪本はるさだ/overview
ぬっころ,0,191,0,0,https://lolchess.gg/profile/BR/ぬっころ,https://app.mobalytics.gg/pt_br/tft/profile/BR/ぬっころ/overview
ちろこ,0,9,0,0,https://lolchess.gg/profile/BR/ちろこ,https://app.mobalytics.gg/pt_br/tft/profile/BR/ちろこ/overview
manasuke,0,245,0,0,https://lolchess.gg/profile/BR/manasuke,https://app.mobalytics.gg/pt_br/tft/profile/BR/manasuke/overview
GCbeginning,0,99,0,0,https://lolchess.gg/profile/BR/GCbeginning,https://app.mobalytics.gg/pt_br/tft/profile/BR/GCbeginning/overview
蓮華レンゲ,0,36,0,0,https://lolchess.gg/profile/BR/蓮華レンゲ,https://app.mobalytics.gg/pt_br/tft/profile/BR/蓮華レンゲ/overview
T1 Fαker,0,135,0,0,https://lolchess.gg/profile/BR/T1 Fαker,https://app.mobalytics.gg/pt_br/tft/profile/BR/T1 Fαker/overview
gasya,0,233,0,10,https://lolchess.gg/profile/BR/gasya,https://app.mobalytics.gg/pt_br/tft/profile/BR/gasya/overview
PIZE,0,112,0,0,https://lolchess.gg/profile/BR/PIZE,https://app.mobalytics.gg/pt_br/tft/profile/BR/PIZE/overview
Akihiko3312,0,196,0,16,https://lolchess.gg/profile/BR/Akihiko3312,https://app.mobalytics.gg/pt_br/tft/profile/BR/Akihiko3312/overview
PHlaogong,0,56,0,0,https://lolchess.gg/profile/BR/PHlaogong,https://app.mobalytics.gg/pt_br/tft/profile/BR/PHlaogong/overview
虹霓シエル奈奈,0,37,0,0,https://lolchess.gg/profile/BR/虹霓シエル奈奈,https://app.mobalytics.gg/pt_br/tft/profile/BR/虹霓シエル奈奈/overview
Tài 28 08 99,0,109,0,1,https://lolchess.gg/profile/BR/Tài 28 08 99,https://app.mobalytics.gg/pt_br/tft/profile/BR/Tài 28 08 99/overview
komarukunn,0,131,0,0,https://lolchess.gg/profile/BR/komarukunn,https://app.mobalytics.gg/pt_br/tft/profile/BR/komarukunn/overview
Yukixx,0,87,0,0,https://lolchess.gg/profile/BR/Yukixx,https://app.mobalytics.gg/pt_br/tft/profile/BR/Yukixx/overview
Qqqqqqq,0,515,0,0,https://lolchess.gg/profile/BR/Qqqqqqq,https://app.mobalytics.gg/pt_br/tft/profile/BR/Qqqqqqq/overview
Haze,0,38,0,1,https://lolchess.gg/profile/BR/Haze,https://app.mobalytics.gg/pt_br/tft/profile/BR/Haze/overview
おみくじ,0,55,0,0,https://lolchess.gg/profile/BR/おみくじ,https://app.mobalytics.gg/pt_br/tft/profile/BR/おみくじ/overview
kasuteraman,0,319,0,35,https://lolchess.gg/profile/BR/kasuteraman,https://app.mobalytics.gg/pt_br/tft/profile/BR/kasuteraman/overview
smyden,0,80,0,0,https://lolchess.gg/profile/BR/smyden,https://app.mobalytics.gg/pt_br/tft/profile/BR/smyden/overview
qtien12dn,0,170,0,25,https://lolchess.gg/profile/BR/qtien12dn,https://app.mobalytics.gg/pt_br/tft/profile/BR/qtien12dn/overview
harukicky,0,35,0,0,https://lolchess.gg/profile/BR/harukicky,https://app.mobalytics.gg/pt_br/tft/profile/BR/harukicky/overview
ネット依存症棄療,0,55,0,0,https://lolchess.gg/profile/BR/ネット依存症棄療,https://app.mobalytics.gg/pt_br/tft/profile/BR/ネット依存症棄療/overview
aeqwe,0,54,0,0,https://lolchess.gg/profile/BR/aeqwe,https://app.mobalytics.gg/pt_br/tft/profile/BR/aeqwe/overview
HaiDangz,0,70,0,0,https://lolchess.gg/profile/BR/HaiDangz,https://app.mobalytics.gg/pt_br/tft/profile/BR/HaiDangz/overview
進撃のクララ,0,206,0,1,https://lolchess.gg/profile/BR/進撃のクララ,https://app.mobalytics.gg/pt_br/tft/profile/BR/進撃のクララ/overview
みんかが,0,60,0,0,https://lolchess.gg/profile/BR/みんかが,https://app.mobalytics.gg/pt_br/tft/profile/BR/みんかが/overview
gasin,0,348,0,0,https://lolchess.gg/profile/BR/gasin,https://app.mobalytics.gg/pt_br/tft/profile/BR/gasin/overview
bjade,0,132,0,6,https://lolchess.gg/profile/BR/bjade,https://app.mobalytics.gg/pt_br/tft/profile/BR/bjade/overview
HiCiara,0,269,0,0,https://lolchess.gg/profile/BR/HiCiara,https://app.mobalytics.gg/pt_br/tft/profile/BR/HiCiara/overview
VN TuyenAnh,0,327,0,0,https://lolchess.gg/profile/BR/VN TuyenAnh,https://app.mobalytics.gg/pt_br/tft/profile/BR/VN TuyenAnh/overview
がおー,0,129,0,0,https://lolchess.gg/profile/BR/がおー,https://app.mobalytics.gg/pt_br/tft/profile/BR/がおー/overview
わたなべ,0,222,0,1,https://lolchess.gg/profile/BR/わたなべ,https://app.mobalytics.gg/pt_br/tft/profile/BR/わたなべ/overview
hi im Yllej,0,451,0,0,https://lolchess.gg/profile/BR/hi im Yllej,https://app.mobalytics.gg/pt_br/tft/profile/BR/hi im Yllej/overview
POSIONCYCLOPS,0,157,0,0,https://lolchess.gg/profile/BR/POSIONCYCLOPS,https://app.mobalytics.gg/pt_br/tft/profile/BR/POSIONCYCLOPS/overview
asimogia,0,434,0,0,https://lolchess.gg/profile/BR/asimogia,https://app.mobalytics.gg/pt_br/tft/profile/BR/asimogia/overview
ニッポンノDNA,0,170,0,0,https://lolchess.gg/profile/BR/ニッポンノDNA,https://app.mobalytics.gg/pt_br/tft/profile/BR/ニッポンノDNA/overview
senfupig,0,385,0,0,https://lolchess.gg/profile/BR/senfupig,https://app.mobalytics.gg/pt_br/tft/profile/BR/senfupig/overview
Naracoh,0,51,0,0,https://lolchess.gg/profile/BR/Naracoh,https://app.mobalytics.gg/pt_br/tft/profile/BR/Naracoh/overview
pinico is unut,0,40,0,0,https://lolchess.gg/profile/BR/pinico is unut,https://app.mobalytics.gg/pt_br/tft/profile/BR/pinico is unut/overview
oppaidestroyer78,0,168,0,0,https://lolchess.gg/profile/BR/oppaidestroyer78,https://app.mobalytics.gg/pt_br/tft/profile/BR/oppaidestroyer78/overview
RaySight,0,138,0,0,https://lolchess.gg/profile/BR/RaySight,https://app.mobalytics.gg/pt_br/tft/profile/BR/RaySight/overview
Kiyoshishi,0,80,0,0,https://lolchess.gg/profile/BR/Kiyoshishi,https://app.mobalytics.gg/pt_br/tft/profile/BR/Kiyoshishi/overview
KOHG,0,148,0,0,https://lolchess.gg/profile/BR/KOHG,https://app.mobalytics.gg/pt_br/tft/profile/BR/KOHG/overview
JustDLee,0,166,0,0,https://lolchess.gg/profile/BR/JustDLee,https://app.mobalytics.gg/pt_br/tft/profile/BR/JustDLee/overview
けかげか,0,512,0,0,https://lolchess.gg/profile/BR/けかげか,https://app.mobalytics.gg/pt_br/tft/profile/BR/けかげか/overview
megahunter,0,103,0,0,https://lolchess.gg/profile/BR/megahunter,https://app.mobalytics.gg/pt_br/tft/profile/BR/megahunter/overview
sonocofo,0,168,0,0,https://lolchess.gg/profile/BR/sonocofo,https://app.mobalytics.gg/pt_br/tft/profile/BR/sonocofo/overview
Apreses,0,84,0,0,https://lolchess.gg/profile/BR/Apreses,https://app.mobalytics.gg/pt_br/tft/profile/BR/Apreses/overview
657132663,0,382,0,5,https://lolchess.gg/profile/BR/657132663,https://app.mobalytics.gg/pt_br/tft/profile/BR/657132663/overview
LisBot,0,89,0,0,https://lolchess.gg/profile/BR/LisBot,https://app.mobalytics.gg/pt_br/tft/profile/BR/LisBot/overview
soonish2020,0,142,0,0,https://lolchess.gg/profile/BR/soonish2020,https://app.mobalytics.gg/pt_br/tft/profile/BR/soonish2020/overview
GalaRia0227,0,110,0,0,https://lolchess.gg/profile/BR/GalaRia0227,https://app.mobalytics.gg/pt_br/tft/profile/BR/GalaRia0227/overview
agnyyds,0,164,0,0,https://lolchess.gg/profile/BR/agnyyds,https://app.mobalytics.gg/pt_br/tft/profile/BR/agnyyds/overview
ふーりん,0,64,0,0,https://lolchess.gg/profile/BR/ふーりん,https://app.mobalytics.gg/pt_br/tft/profile/BR/ふーりん/overview
色Jimmy,0,52,0,0,https://lolchess.gg/profile/BR/色Jimmy,https://app.mobalytics.gg/pt_br/tft/profile/BR/色Jimmy/overview
云中日月,0,104,0,1,https://lolchess.gg/profile/BR/云中日月,https://app.mobalytics.gg/pt_br/tft/profile/BR/云中日月/overview
Pothiii,0,93,0,0,https://lolchess.gg/profile/BR/Pothiii,https://app.mobalytics.gg/pt_br/tft/profile/BR/Pothiii/overview
hatake114,0,151,0,0,https://lolchess.gg/profile/BR/hatake114,https://app.mobalytics.gg/pt_br/tft/profile/BR/hatake114/overview
ZedNoiA,0,89,0,0,https://lolchess.gg/profile/BR/ZedNoiA,https://app.mobalytics.gg/pt_br/tft/profile/BR/ZedNoiA/overview
hyotty0109,0,202,0,0,https://lolchess.gg/profile/BR/hyotty0109,https://app.mobalytics.gg/pt_br/tft/profile/BR/hyotty0109/overview
aliaalia,0,741,0,85,https://lolchess.gg/profile/BR/aliaalia,https://app.mobalytics.gg/pt_br/tft/profile/BR/aliaalia/overview
kgisnn,0,153,0,0,https://lolchess.gg/profile/BR/kgisnn,https://app.mobalytics.gg/pt_br/tft/profile/BR/kgisnn/overview
JAYccChou,0,115,0,0,https://lolchess.gg/profile/BR/JAYccChou,https://app.mobalytics.gg/pt_br/tft/profile/BR/JAYccChou/overview
Ranarock,0,190,0,0,https://lolchess.gg/profile/BR/Ranarock,https://app.mobalytics.gg/pt_br/tft/profile/BR/Ranarock/overview
無法無天妖精,0,133,0,0,https://lolchess.gg/profile/BR/無法無天妖精,https://app.mobalytics.gg/pt_br/tft/profile/BR/無法無天妖精/overview
tar0r1n,0,69,0,0,https://lolchess.gg/profile/BR/tar0r1n,https://app.mobalytics.gg/pt_br/tft/profile/BR/tar0r1n/overview
mmmizuki,0,35,0,0,https://lolchess.gg/profile/BR/mmmizuki,https://app.mobalytics.gg/pt_br/tft/profile/BR/mmmizuki/overview
rin1109sora,0,53,0,0,https://lolchess.gg/profile/BR/rin1109sora,https://app.mobalytics.gg/pt_br/tft/profile/BR/rin1109sora/overview
iCheo,0,99,0,0,https://lolchess.gg/profile/BR/iCheo,https://app.mobalytics.gg/pt_br/tft/profile/BR/iCheo/overview
白井黒子,0,132,0,0,https://lolchess.gg/profile/BR/白井黒子,https://app.mobalytics.gg/pt_br/tft/profile/BR/白井黒子/overview
ace06,0,132,0,0,https://lolchess.gg/profile/BR/ace06,https://app.mobalytics.gg/pt_br/tft/profile/BR/ace06/overview
yoshinba,0,231,0,6,https://lolchess.gg/profile/BR/yoshinba,https://app.mobalytics.gg/pt_br/tft/profile/BR/yoshinba/overview
kiki14 hl,0,112,0,0,https://lolchess.gg/profile/BR/kiki14 hl,https://app.mobalytics.gg/pt_br/tft/profile/BR/kiki14 hl/overview
Tsubasa Cat,0,108,0,0,https://lolchess.gg/profile/BR/Tsubasa Cat,https://app.mobalytics.gg/pt_br/tft/profile/BR/Tsubasa Cat/overview
takuya500,0,73,0,0,https://lolchess.gg/profile/BR/takuya500,https://app.mobalytics.gg/pt_br/tft/profile/BR/takuya500/overview
ヤニ丸,0,103,0,0,https://lolchess.gg/profile/BR/ヤニ丸,https://app.mobalytics.gg/pt_br/tft/profile/BR/ヤニ丸/overview
IlIlIlIlIlI1lIlI,0,139,0,0,https://lolchess.gg/profile/BR/IlIlIlIlIlI1lIlI,https://app.mobalytics.gg/pt_br/tft/profile/BR/IlIlIlIlIlI1lIlI/overview
CSの乱れは心の乱,0,116,0,0,https://lolchess.gg/profile/BR/CSの乱れは心の乱,https://app.mobalytics.gg/pt_br/tft/profile/BR/CSの乱れは心の乱/overview
Duy2019,0,133,0,0,https://lolchess.gg/profile/BR/Duy2019,https://app.mobalytics.gg/pt_br/tft/profile/BR/Duy2019/overview
niumaqishou,0,24,0,0,https://lolchess.gg/profile/BR/niumaqishou,https://app.mobalytics.gg/pt_br/tft/profile/BR/niumaqishou/overview
ようし,0,600,0,0,https://lolchess.gg/profile/BR/ようし,https://app.mobalytics.gg/pt_br/tft/profile/BR/ようし/overview
winbird,0,86,0,0,https://lolchess.gg/profile/BR/winbird,https://app.mobalytics.gg/pt_br/tft/profile/BR/winbird/overview
FaintPhoenix,0,95,0,0,https://lolchess.gg/profile/BR/FaintPhoenix,https://app.mobalytics.gg/pt_br/tft/profile/BR/FaintPhoenix/overview
Tanass,0,331,0,11,https://lolchess.gg/profile/BR/Tanass,https://app.mobalytics.gg/pt_br/tft/profile/BR/Tanass/overview
zany323,0,428,0,0,https://lolchess.gg/profile/BR/zany323,https://app.mobalytics.gg/pt_br/tft/profile/BR/zany323/overview
GHOSTLIBERATOR,0,506,0,0,https://lolchess.gg/profile/BR/GHOSTLIBERATOR,https://app.mobalytics.gg/pt_br/tft/profile/BR/GHOSTLIBERATOR/overview
MasuzuC,0,132,0,0,https://lolchess.gg/profile/BR/MasuzuC,https://app.mobalytics.gg/pt_br/tft/profile/BR/MasuzuC/overview
niruka,0,95,0,0,https://lolchess.gg/profile/BR/niruka,https://app.mobalytics.gg/pt_br/tft/profile/BR/niruka/overview
ChuoiTo,0,235,0,70,https://lolchess.gg/profile/BR/ChuoiTo,https://app.mobalytics.gg/pt_br/tft/profile/BR/ChuoiTo/overview
meluna02,0,299,0,0,https://lolchess.gg/profile/BR/meluna02,https://app.mobalytics.gg/pt_br/tft/profile/BR/meluna02/overview
HKTFTPLAYER,0,234,0,2,https://lolchess.gg/profile/BR/HKTFTPLAYER,https://app.mobalytics.gg/pt_br/tft/profile/BR/HKTFTPLAYER/overview
Asona,0,79,0,0,https://lolchess.gg/profile/BR/Asona,https://app.mobalytics.gg/pt_br/tft/profile/BR/Asona/overview
私は神魔恋,0,155,0,0,https://lolchess.gg/profile/BR/私は神魔恋,https://app.mobalytics.gg/pt_br/tft/profile/BR/私は神魔恋/overview
北小宇,0,288,0,0,https://lolchess.gg/profile/BR/北小宇,https://app.mobalytics.gg/pt_br/tft/profile/BR/北小宇/overview
Shuett,0,184,0,0,https://lolchess.gg/profile/BR/Shuett,https://app.mobalytics.gg/pt_br/tft/profile/BR/Shuett/overview
紳のK,0,185,0,0,https://lolchess.gg/profile/BR/紳のK,https://app.mobalytics.gg/pt_br/tft/profile/BR/紳のK/overview
だいこん姫,0,72,0,0,https://lolchess.gg/profile/BR/だいこん姫,https://app.mobalytics.gg/pt_br/tft/profile/BR/だいこん姫/overview
mayoevol,0,67,0,0,https://lolchess.gg/profile/BR/mayoevol,https://app.mobalytics.gg/pt_br/tft/profile/BR/mayoevol/overview
ミニけだま,0,119,0,0,https://lolchess.gg/profile/BR/ミニけだま,https://app.mobalytics.gg/pt_br/tft/profile/BR/ミニけだま/overview
Kaira007,0,59,0,0,https://lolchess.gg/profile/BR/Kaira007,https://app.mobalytics.gg/pt_br/tft/profile/BR/Kaira007/overview
kan0217,0,168,0,0,https://lolchess.gg/profile/BR/kan0217,https://app.mobalytics.gg/pt_br/tft/profile/BR/kan0217/overview
seraph39,0,156,0,0,https://lolchess.gg/profile/BR/seraph39,https://app.mobalytics.gg/pt_br/tft/profile/BR/seraph39/overview
Radical Heights,0,108,0,0,https://lolchess.gg/profile/BR/Radical Heights,https://app.mobalytics.gg/pt_br/tft/profile/BR/Radical Heights/overview
hatenachan,0,72,0,0,https://lolchess.gg/profile/BR/hatenachan,https://app.mobalytics.gg/pt_br/tft/profile/BR/hatenachan/overview
yugonzzz,0,119,0,0,https://lolchess.gg/profile/BR/yugonzzz,https://app.mobalytics.gg/pt_br/tft/profile/BR/yugonzzz/overview
HANAに亡霊,0,267,0,2,https://lolchess.gg/profile/BR/HANAに亡霊,https://app.mobalytics.gg/pt_br/tft/profile/BR/HANAに亡霊/overview
Ooosamu,0,92,0,11,https://lolchess.gg/profile/BR/Ooosamu,https://app.mobalytics.gg/pt_br/tft/profile/BR/Ooosamu/overview
panosatae,0,99,0,1,https://lolchess.gg/profile/BR/panosatae,https://app.mobalytics.gg/pt_br/tft/profile/BR/panosatae/overview
sayonaray,0,72,0,0,https://lolchess.gg/profile/BR/sayonaray,https://app.mobalytics.gg/pt_br/tft/profile/BR/sayonaray/overview
ぽにやん,0,28,0,0,https://lolchess.gg/profile/BR/ぽにやん,https://app.mobalytics.gg/pt_br/tft/profile/BR/ぽにやん/overview
TaiYouS,0,140,0,0,https://lolchess.gg/profile/BR/TaiYouS,https://app.mobalytics.gg/pt_br/tft/profile/BR/TaiYouS/overview
Gumm,0,91,0,0,https://lolchess.gg/profile/BR/Gumm,https://app.mobalytics.gg/pt_br/tft/profile/BR/Gumm/overview
ひらがな,0,199,0,0,https://lolchess.gg/profile/BR/ひらがな,https://app.mobalytics.gg/pt_br/tft/profile/BR/ひらがな/overview
榮思衛斯理,0,60,0,0,https://lolchess.gg/profile/BR/榮思衛斯理,https://app.mobalytics.gg/pt_br/tft/profile/BR/榮思衛斯理/overview
gattaida,0,112,0,0,https://lolchess.gg/profile/BR/gattaida,https://app.mobalytics.gg/pt_br/tft/profile/BR/gattaida/overview
いちのせくん,0,89,0,0,https://lolchess.gg/profile/BR/いちのせくん,https://app.mobalytics.gg/pt_br/tft/profile/BR/いちのせくん/overview
HT Duy,0,186,0,0,https://lolchess.gg/profile/BR/HT Duy,https://app.mobalytics.gg/pt_br/tft/profile/BR/HT Duy/overview
ReminX,0,85,0,0,https://lolchess.gg/profile/BR/ReminX,https://app.mobalytics.gg/pt_br/tft/profile/BR/ReminX/overview
xXkirito0115Xx,0,90,0,0,https://lolchess.gg/profile/BR/xXkirito0115Xx,https://app.mobalytics.gg/pt_br/tft/profile/BR/xXkirito0115Xx/overview
7miya,0,170,0,0,https://lolchess.gg/profile/BR/7miya,https://app.mobalytics.gg/pt_br/tft/profile/BR/7miya/overview
mgdroite,0,77,0,0,https://lolchess.gg/profile/BR/mgdroite,https://app.mobalytics.gg/pt_br/tft/profile/BR/mgdroite/overview
グチグチノノグチ,0,245,0,0,https://lolchess.gg/profile/BR/グチグチノノグチ,https://app.mobalytics.gg/pt_br/tft/profile/BR/グチグチノノグチ/overview
Cyzo,0,100,0,0,https://lolchess.gg/profile/BR/Cyzo,https://app.mobalytics.gg/pt_br/tft/profile/BR/Cyzo/overview
住吉卓己,0,39,0,0,https://lolchess.gg/profile/BR/住吉卓己,https://app.mobalytics.gg/pt_br/tft/profile/BR/住吉卓己/overview
かをる,0,304,0,0,https://lolchess.gg/profile/BR/かをる,https://app.mobalytics.gg/pt_br/tft/profile/BR/かをる/overview
P  Star7,0,137,0,0,https://lolchess.gg/profile/BR/P  Star7,https://app.mobalytics.gg/pt_br/tft/profile/BR/P  Star7/overview
叶わない恋,0,68,0,0,https://lolchess.gg/profile/BR/叶わない恋,https://app.mobalytics.gg/pt_br/tft/profile/BR/叶わない恋/overview
きてるぐま,0,32,0,0,https://lolchess.gg/profile/BR/きてるぐま,https://app.mobalytics.gg/pt_br/tft/profile/BR/きてるぐま/overview
TMsaik,0,217,0,4,https://lolchess.gg/profile/BR/TMsaik,https://app.mobalytics.gg/pt_br/tft/profile/BR/TMsaik/overview
IRUKAPARTY,0,71,0,2,https://lolchess.gg/profile/BR/IRUKAPARTY,https://app.mobalytics.gg/pt_br/tft/profile/BR/IRUKAPARTY/overview
みみず,0,70,0,0,https://lolchess.gg/profile/BR/みみず,https://app.mobalytics.gg/pt_br/tft/profile/BR/みみず/overview
ZerefFF,0,77,0,1,https://lolchess.gg/profile/BR/ZerefFF,https://app.mobalytics.gg/pt_br/tft/profile/BR/ZerefFF/overview
Muff3t,0,35,0,0,https://lolchess.gg/profile/BR/Muff3t,https://app.mobalytics.gg/pt_br/tft/profile/BR/Muff3t/overview
息したいだけ,0,114,0,0,https://lolchess.gg/profile/BR/息したいだけ,https://app.mobalytics.gg/pt_br/tft/profile/BR/息したいだけ/overview
LongVo,0,61,0,0,https://lolchess.gg/profile/BR/LongVo,https://app.mobalytics.gg/pt_br/tft/profile/BR/LongVo/overview
vKaitov,0,91,0,0,https://lolchess.gg/profile/BR/vKaitov,https://app.mobalytics.gg/pt_br/tft/profile/BR/vKaitov/overview
ChauBacHo VN,0,72,0,0,https://lolchess.gg/profile/BR/ChauBacHo VN,https://app.mobalytics.gg/pt_br/tft/profile/BR/ChauBacHo VN/overview
ヒルコ,0,181,0,0,https://lolchess.gg/profile/BR/ヒルコ,https://app.mobalytics.gg/pt_br/tft/profile/BR/ヒルコ/overview
Neisya,0,58,0,0,https://lolchess.gg/profile/BR/Neisya,https://app.mobalytics.gg/pt_br/tft/profile/BR/Neisya/overview
